customer_id,event_month,event_seq,Monthly_GB_Download,Monthly_Long_Distance_Charges,Revenue,Extra_Data_Charges,Refunds
C00042,2025-12-09,39,25.2515,43.3214,82.0074,0.5712,0.1545
C00042,2025-12-10,40,23.5327,41.3194,81.4198,0.5535,0.271
C00042,2025-12-11,41,23.6992,42.9973,73.1074,0.5502,7.3812
C00042,2025-12-12,42,25.08,43.1674,75.5337,0.6295,8.4166
C00042,2025-12-13,43,26.3629,44.7317,75.1638,0.7397,9.004
C00042,2025-12-14,44,26.7883,45.4847,76.8107,0.9727,10.0158
C00042,2025-12-15,45,26.2397,44.2235,76.341,0.6905,10.7835
C00043,2025-11-01,1,29.1425,25.469,87.1948,0.927,0.0533
C00043,2025-11-02,2,29.3243,27.373,86.4823,1.2158,0.1601
C00043,2025-11-03,3,28.1781,25.1532,86.3128,0.9671,0.2638
C00043,2025-11-04,4,26.6071,24.2375,85.5317,0.6783,0.1509
C00043,2025-11-05,5,25.7713,21.0721,81.7716,0.5193,0.0568
C00043,2025-11-06,6,25.6778,22.8308,83.0423,0.6193,0.0869
C00043,2025-11-07,7,27.3011,23.7847,85.639,1.0862,0.3469
C00043,2025-11-08,8,28.3681,25.1964,86.5923,0.9419,0.3515
C00043,2025-11-09,9,27.8143,25.6505,86.2801,1.237,0.1145
C00043,2025-11-10,10,26.8975,23.851,84.6443,0.8709,0.3217
C00043,2025-11-11,11,25.9163,23.3868,84.2519,0.7833,0.1764
C00043,2025-11-12,12,24.3921,21.252,82.0118,0.7536,0.3617
C00043,2025-11-13,13,24.8216,22.0702,81.3059,0.653,0.1237
C00043,2025-11-14,14,25.8342,23.444,84.5601,0.9674,0.2773
C00043,2025-11-15,15,27.2112,24.1698,86.3264,0.9237,0.0246
C00043,2025-11-16,16,27.5841,26.2584,84.5506,0.9821,0.093
C00043,2025-11-17,17,27.1485,24.4193,85.4992,1.0992,0.1291
C00043,2025-11-18,18,25.7663,21.6746,83.0023,0.9636,0.0966
C00043,2025-11-19,19,24.9802,22.3344,83.1736,0.7004,0.293
C00043,2025-11-20,20,25.3182,21.363,81.7843,0.6686,0.3244
C00043,2025-11-21,21,27.1904,23.0077,85.5014,0.9982,0.1042
C00043,2025-11-22,22,28.8815,25.0365,84.8665,1.1403,0.1784
C00043,2025-11-23,23,28.848,27.2547,85.6467,1.0998,0.0727
C00043,2025-11-24,24,28.4143,25.2317,84.7851,0.9236,0.0542
C00043,2025-11-25,25,27.3645,23.8625,84.4089,0.7404,0.1609
C00043,2025-11-26,26,26.637,22.2911,83.7938,0.6716,0.2584
C00043,2025-11-27,27,27.1539,23.7778,83.5753,0.5771,0.0325
C00043,2025-11-28,28,28.1918,23.6843,84.8718,0.8115,0.2371
C00043,2025-11-29,29,29.9405,26.2451,86.4571,1.1662,0.3278
C00043,2025-11-30,30,29.9013,26.2949,88.7924,1.0696,0.1208
C00043,2025-12-01,31,29.3462,26.1972,85.8322,1.0066,0.2652
C00043,2025-12-02,32,27.8271,23.2133,86.4152,0.7204,0.1303
C00043,2025-12-03,33,26.5357,21.6361,85.2812,0.5666,0.0245
C00043,2025-12-04,34,27.1184,22.3051,83.4996,0.653,0.0469
C00043,2025-12-05,35,28.4363,25.1268,85.9932,1.079,0.2241
C00043,2025-12-06,36,29.3785,25.459,85.9397,1.1968,0.2185
C00043,2025-12-07,37,29.9903,27.0533,87.2741,1.0047,0.0713
C00043,2025-12-08,38,28.1647,24.4949,86.6347,0.9884,0.2772
C00043,2025-12-09,39,27.4335,22.2519,84.0899,0.7657,0.0247
C00043,2025-12-10,40,25.8575,21.87,84.0135,0.7943,0.3199
C00043,2025-12-11,41,26.5438,21.944,74.0422,0.8049,7.5749
C00043,2025-12-12,42,26.9105,24.4867,77.4836,0.9674,8.1696
C00043,2025-12-13,43,28.5318,24.5963,78.5594,1.2524,9.0458
C00043,2025-12-14,44,29.0395,24.8841,79.4819,1.1744,10.0579
C00043,2025-12-15,45,28.3086,24.6913,78.3022,0.9872,10.8554
C00044,2025-11-01,1,30.8905,29.3666,89.0908,1.5017,0.2069
C00044,2025-11-02,2,31.0776,31.3685,88.3794,1.2393,0.252
C00044,2025-11-03,3,30.0863,29.2115,87.612,1.2693,0.4089
C00044,2025-11-04,4,29.0111,26.405,87.3382,1.0942,0.3099
C00044,2025-11-05,5,27.7348,24.7382,86.1443,1.0201,0.3025
C00044,2025-11-06,6,27.7605,25.3523,85.8618,0.8436,0.0843
C00044,2025-11-07,7,28.8438,27.6779,85.0599,1.1201,0.2206
C00044,2025-11-08,8,30.2811,28.0265,86.8985,1.3081,0.1691
C00044,2025-11-09,9,30.6199,29.7897,88.5173,1.2803,0.1001
C00044,2025-11-10,10,29.0878,29.1389,85.7052,1.3161,0.0983
C00044,2025-11-11,11,27.5355,25.8747,84.3405,1.2068,0.293
C00044,2025-11-12,12,26.7623,25.6185,82.4685,0.8896,0.1757
C00044,2025-11-13,13,26.9115,25.1029,84.3746,0.9541,0.2724
C00044,2025-11-14,14,28.4747,26.0542,84.296,1.2095,0.1754
C00044,2025-11-15,15,29.203,28.6449,87.1648,1.3785,0.2016
C00044,2025-11-16,16,30.2779,28.8188,86.2125,1.3836,0.1796
C00044,2025-11-17,17,29.5584,28.2262,86.2069,1.2594,0.2172
C00044,2025-11-18,18,27.8269,24.7966,84.9546,1.2592,0.2173
C00044,2025-11-19,19,27.4332,24.9427,83.3903,0.8829,0.2493
C00044,2025-11-20,20,27.3636,25.347,84.7081,0.9436,0.3344
C00044,2025-11-21,21,29.0603,26.9702,84.8647,1.3007,0.3762
C00044,2025-11-22,22,30.5911,28.1446,86.7396,1.4808,0.2975
C00044,2025-11-23,23,31.0091,28.8298,88.025,1.3978,0.186
C00044,2025-11-24,24,30.1171,29.1433,88.3247,1.3716,0.0886
C00044,2025-11-25,25,29.0653,25.9692,87.0988,1.0929,0.1482
C00044,2025-11-26,26,28.8104,26.401,85.0542,0.9074,0.4162
C00044,2025-11-27,27,28.678,26.135,86.6862,0.8793,0.07
C00044,2025-11-28,28,30.5956,27.2058,86.6601,1.0835,0.2358
C00044,2025-11-29,29,32.1457,29.7593,88.1293,1.2259,0.2116
C00044,2025-11-30,30,32.6443,31.0469,90.7492,1.4213,0.3576
C00044,2025-12-01,31,31.5227,29.8731,89.0964,1.2611,0.2927
C00044,2025-12-02,32,29.6643,27.7424,87.5174,0.976,0.3296
C00044,2025-12-03,33,29.0652,25.6715,85.3737,1.0358,0.4057
C00044,2025-12-04,34,29.235,26.4391,85.8979,1.0892,0.1076
C00044,2025-12-05,35,30.3002,27.5846,86.2083,1.1745,0.2675
C00044,2025-12-06,36,31.049,28.9806,89.2397,1.5036,0.287
C00044,2025-12-07,37,31.2373,30.611,90.2992,1.3929,0.3231
C00044,2025-12-08,38,30.4294,29.3846,87.3751,1.4136,0.2461
C00044,2025-12-09,39,28.9566,26.6394,85.6215,0.9371,0.2996
C00044,2025-12-10,40,27.9568,25.2899,84.2677,1.053,0.3453
C00044,2025-12-11,41,28.0824,25.7111,76.3747,0.9798,7.6907
C00044,2025-12-12,42,29.5725,26.562,78.207,1.2472,8.3716
C00044,2025-12-13,43,31.0184,29.1646,79.7558,1.2286,9.0834
C00044,2025-12-14,44,31.3292,28.6234,80.3373,1.3698,9.7857
C00044,2025-12-15,45,30.386,26.9481,77.8547,1.1437,10.897
C00045,2025-11-01,1,32.945,33.8547,71.9372,1.7531,0.1764
C00045,2025-11-02,2,33.015,34.5614,70.0005,1.8258,0.1845
C00045,2025-11-03,3,32.2554,31.4059,70.1116,1.4267,0.2164
C00045,2025-11-04,4,30.4636,30.8498,68.322,1.4972,0.2432
C00045,2025-11-05,5,29.7042,29.3449,66.495,1.4315,0.1208
C00045,2025-11-06,6,29.7669,28.6736,66.8475,1.221,0.0
C00045,2025-11-07,7,30.835,31.5636,69.1753,1.3592,0.1237
C00045,2025-11-08,8,32.3531,32.8961,68.7644,1.7536,0.2327
C00045,2025-11-09,9,32.2704,32.6237,69.8949,1.5304,0.0
C00045,2025-11-10,10,31.6012,32.3521,68.9526,1.5641,0.2113
C00045,2025-11-11,11,29.9519,29.2759,66.3335,1.4172,0.1155
C00045,2025-11-12,12,28.6061,27.0391,65.3908,1.2109,0.0
C00045,2025-11-13,13,28.8022,28.9836,65.3087,1.1605,0.0007
C00045,2025-11-14,14,30.501,29.7433,66.5433,1.6286,0.2428
C00045,2025-11-15,15,31.4522,32.3454,67.5957,1.7757,0.2588
C00045,2025-11-16,16,31.6569,32.5234,70.2133,1.8399,0.095
C00045,2025-11-17,17,31.1763,30.1831,68.8485,1.4254,0.0848
C00045,2025-11-18,18,30.3833,28.7145,65.4736,1.3162,0.0113
C00045,2025-11-19,19,29.154,28.6717,64.9336,1.2725,0.1769
C00045,2025-11-20,20,30.1808,29.0111,67.5837,1.2028,0.0
C00045,2025-11-21,21,31.6601,31.4732,68.8167,1.5656,0.0
C00045,2025-11-22,22,33.1598,33.5148,70.2613,1.6825,0.0
C00045,2025-11-23,23,33.3052,34.098,69.9688,1.5195,0.0
C00045,2025-11-24,24,32.6192,32.345,69.6445,1.4947,0.2174
C00045,2025-11-25,25,31.8551,29.0992,67.1806,1.473,0.204
C00045,2025-11-26,26,30.7831,29.8187,68.1211,1.3412,0.1134
C00045,2025-11-27,27,30.8191,30.1526,68.7077,1.2727,0.0694
C00045,2025-11-28,28,32.2762,31.303,70.9009,1.6437,0.0487
C00045,2025-11-29,29,33.6705,33.1433,70.1356,1.5455,0.126
C00045,2025-11-30,30,34.0643,34.2868,72.8797,1.79,0.1188
C00045,2025-12-01,31,33.9014,31.4154,71.3839,1.678,0.0
C00045,2025-12-02,32,31.712,29.7389,67.7989,1.3204,0.1493
C00045,2025-12-03,33,30.8931,28.6673,68.2587,1.2478,0.0
C00045,2025-12-04,34,30.9604,28.9206,68.3248,1.2962,0.1773
C00045,2025-12-05,35,32.3463,32.0632,68.7468,1.5467,0.2495
C00045,2025-12-06,36,33.8412,32.3584,71.2636,1.6517,0.0136
C00045,2025-12-07,37,33.927,33.1231,69.7545,1.8286,0.1669
C00045,2025-12-08,38,32.8398,31.2403,68.9434,1.4348,0.2616
C00045,2025-12-09,39,30.9502,30.118,67.1179,1.3286,0.2057
C00045,2025-12-10,40,29.8679,29.2591,67.273,1.3095,0.0788
C00045,2025-12-11,41,30.0347,28.531,57.621,1.2181,7.3545
C00045,2025-12-12,42,31.8363,29.3196,59.6675,1.5095,8.1934
C00045,2025-12-13,43,33.0602,31.705,60.4089,1.5361,8.9
C00045,2025-12-14,44,32.9575,31.3726,61.4628,1.6994,9.7417
C00045,2025-12-15,45,31.7426,31.3372,62.0853,1.7176,10.7376
C00046,2025-11-01,1,16.4455,36.883,73.1097,0.4647,0.2602
C00046,2025-11-02,2,16.3927,36.9224,73.3551,0.6492,0.0
C00046,2025-11-03,3,15.1756,35.5181,72.2179,0.5095,0.2705
C00046,2025-11-04,4,14.4422,33.5902,70.027,0.2791,0.1516
C00046,2025-11-05,5,12.7614,32.0465,69.3254,0.2884,0.0162
C00046,2025-11-06,6,12.8008,33.2772,70.0851,0.0288,0.0575
C00046,2025-11-07,7,14.3776,33.9157,69.8159,0.3916,0.0966
C00046,2025-11-08,8,15.5802,36.5464,72.2632,0.5609,0.0135
C00046,2025-11-09,9,15.6584,35.8322,70.9051,0.4488,0.132
C00046,2025-11-10,10,14.5401,34.7741,71.6589,0.4383,0.2655
C00046,2025-11-11,11,12.8346,31.7626,69.7763,0.1741,0.1836
C00046,2025-11-12,12,11.9646,30.4322,66.4972,0.2313,0.0667
C00046,2025-11-13,13,12.714,30.9422,68.0386,0.0509,0.1863
C00046,2025-11-14,14,13.2043,32.6671,67.8238,0.4164,0.2712
C00046,2025-11-15,15,14.9478,34.2905,71.2141,0.3639,0.2201
C00046,2025-11-16,16,15.0227,35.224,71.5239,0.6932,0.0937
C00046,2025-11-17,17,14.6635,34.7797,69.6747,0.2933,0.1253
C00046,2025-11-18,18,13.2176,32.0571,68.1019,0.2082,0.2579
C00046,2025-11-19,19,12.4273,31.8014,68.796,0.007,0.0843
C00046,2025-11-20,20,13.2584,31.6888,68.0673,0.2327,0.1347
C00046,2025-11-21,21,14.883,34.2519,69.097,0.1861,0.2956
C00046,2025-11-22,22,16.2975,34.8812,72.0918,0.6329,0.1488
C00046,2025-11-23,23,16.7117,36.5335,72.6395,0.5083,0.0452
C00046,2025-11-24,24,16.11,34.386,72.2698,0.4026,0.3192
C00046,2025-11-25,25,14.2514,32.6222,71.4451,0.1554,0.1462
C00046,2025-11-26,26,14.0193,32.5322,69.1823,0.2194,0.2667
C00046,2025-11-27,27,14.4472,31.9812,69.883,0.1868,0.1244
C00046,2025-11-28,28,15.5945,35.5787,71.0095,0.2579,0.0551
C00046,2025-11-29,29,17.3871,36.3792,73.0497,0.6114,0.0104
C00046,2025-11-30,30,17.2768,37.6545,74.657,0.5148,0.0932
C00046,2025-12-01,31,16.6646,36.7948,72.9977,0.4833,0.1271
C00046,2025-12-02,32,15.1749,33.9941,71.7915,0.1196,0.1582
C00046,2025-12-03,33,14.572,32.3207,69.9989,0.0052,0.0611
C00046,2025-12-04,34,14.3495,32.4606,68.8308,0.1496,0.3141
C00046,2025-12-05,35,15.7434,34.8418,72.0934,0.494,0.2767
C00046,2025-12-06,36,16.353,35.3803,71.9709,0.5417,0.2955
C00046,2025-12-07,37,17.1675,35.6936,71.4988,0.5398,0.2115
C00046,2025-12-08,38,16.3711,34.316,72.6007,0.5962,0.2865
C00046,2025-12-09,39,14.2616,32.7709,69.8871,0.3309,0.0117
C00046,2025-12-10,40,13.7478,32.484,68.7738,0.1775,0.3179
C00046,2025-12-11,41,13.1726,32.4586,60.3204,0.1596,7.4131
C00046,2025-12-12,42,14.6967,34.3703,61.4961,0.3418,8.1171
C00046,2025-12-13,43,15.6488,35.9438,64.6503,0.6792,8.9
C00046,2025-12-14,44,16.5756,35.9634,63.444,0.6183,9.8028
C00046,2025-12-15,45,15.3139,34.517,63.031,0.6056,10.5039
C00047,2025-11-01,1,18.0839,39.7334,74.369,0.945,0.2229
C00047,2025-11-02,2,18.8617,40.3205,74.0171,0.7792,0.0824
C00047,2025-11-03,3,17.3062,39.855,74.0552,0.9016,0.0937
C00047,2025-11-04,4,16.1652,37.2358,71.947,0.3904,0.1197
C00047,2025-11-05,5,14.8218,35.2101,70.2666,0.5542,0.121
C00047,2025-11-06,6,15.7131,37.0935,71.3322,0.6108,0.2533
C00047,2025-11-07,7,16.116,37.0282,72.8596,0.7218,0.0296
C00047,2025-11-08,8,17.8991,40.3367,73.306,0.9096,0.0223
C00047,2025-11-09,9,17.996,38.5827,72.5332,1.0035,0.2199
C00047,2025-11-10,10,16.9031,38.2939,73.0813,0.6516,0.0584
C00047,2025-11-11,11,15.3743,36.8921,70.1919,0.5102,0.1121
C00047,2025-11-12,12,14.5601,35.8761,69.8423,0.2774,0.1438
C00047,2025-11-13,13,14.103,35.8076,70.1102,0.3958,0.1975
C00047,2025-11-14,14,15.5082,37.2027,70.952,0.7297,0.2674
C00047,2025-11-15,15,16.8093,39.6326,72.2189,0.9577,0.298
C00047,2025-11-16,16,17.1753,39.9088,73.2756,0.9804,0.0325
C00047,2025-11-17,17,16.6881,36.876,70.8787,0.6809,0.3501
C00047,2025-11-18,18,15.4637,35.5194,69.4137,0.6475,0.2767
C00047,2025-11-19,19,14.4072,34.2261,70.596,0.5778,0.32
C00047,2025-11-20,20,15.3236,34.3588,68.9129,0.4788,0.093
C00047,2025-11-21,21,16.2672,37.2036,71.1847,0.5869,0.2244
C00047,2025-11-22,22,18.1508,39.2904,74.0259,0.6868,0.125
C00047,2025-11-23,23,18.3177,39.4582,74.1695,0.9513,0.1573
C00047,2025-11-24,24,17.7837,38.7724,72.3066,0.5859,0.3283
C00047,2025-11-25,25,16.9603,36.4841,73.3398,0.4717,0.2518
C00047,2025-11-26,26,15.7066,35.7485,70.7046,0.2764,0.2639
C00047,2025-11-27,27,16.7065,36.9702,71.7149,0.5677,0.1912
C00047,2025-11-28,28,17.823,37.6562,72.8035,0.6327,0.3314
C00047,2025-11-29,29,19.5008,39.1167,75.7345,0.7162,0.1312
C00047,2025-11-30,30,19.5121,40.4146,75.1087,0.9929,0.1139
C00047,2025-12-01,31,18.9649,38.9303,75.2602,0.6565,0.1634
C00047,2025-12-02,32,17.4132,36.5079,71.8539,0.5796,0.3518
C00047,2025-12-03,33,16.5252,35.5493,71.8554,0.2427,0.2728
C00047,2025-12-04,34,16.9135,35.3687,72.3758,0.6064,0.2884
C00047,2025-12-05,35,17.8226,38.2908,73.1822,0.5804,0.0895
C00047,2025-12-06,36,18.5803,39.6931,75.4406,0.7046,0.3004
C00047,2025-12-07,37,19.4185,39.5448,73.8071,0.9285,0.349
C00047,2025-12-08,38,17.6126,37.4688,74.6064,0.5824,0.1593
C00047,2025-12-09,39,16.4791,35.631,70.9718,0.4373,0.2903
C00047,2025-12-10,40,15.2627,34.5071,69.2638,0.5178,0.2493
C00047,2025-12-11,41,15.3499,35.8626,61.8825,0.3086,7.3459
C00047,2025-12-12,42,17.0418,37.6109,63.6491,0.4553,8.4106
C00047,2025-12-13,43,18.1281,37.9928,65.945,0.9073,8.988
C00047,2025-12-14,44,18.4147,38.7444,65.1148,0.8489,9.7282
C00047,2025-12-15,45,17.2659,37.2438,63.9243,0.7816,10.685
C00048,2025-11-01,1,20.1784,42.5877,77.2967,1.104,0.2392
C00048,2025-11-02,2,21.019,43.9549,75.5982,0.9507,0.244
C00048,2025-11-03,3,19.6316,42.2843,75.3287,0.8644,0.1484
C00048,2025-11-04,4,18.6757,40.2446,72.6736,0.7677,0.2671
C00048,2025-11-05,5,17.3937,38.739,73.1047,0.8668,0.1034
C00048,2025-11-06,6,17.1395,40.2207,72.3939,0.648,0.1195
C00048,2025-11-07,7,18.6439,41.0149,74.3355,0.934,0.1514
C00048,2025-11-08,8,19.8775,42.1795,74.4666,1.0236,0.1227
C00048,2025-11-09,9,19.6361,43.1697,74.9027,0.9465,0.3116
C00048,2025-11-10,10,19.0237,42.2963,74.082,0.9381,0.2982
C00048,2025-11-11,11,17.1282,39.9932,72.188,0.9437,0.4175
C00048,2025-11-12,12,15.9553,37.3225,71.5516,0.6508,0.3349
C00048,2025-11-13,13,16.2778,39.1082,70.339,0.7155,0.4102
C00048,2025-11-14,14,17.3948,40.1485,71.7941,1.0191,0.2405
C00048,2025-11-15,15,19.3,42.2018,73.9238,1.0088,0.2224
C00048,2025-11-16,16,19.2544,43.486,75.1191,1.1326,0.2853
C00048,2025-11-17,17,18.5515,41.6889,72.6917,1.0138,0.1416
C00048,2025-11-18,18,17.5103,39.9076,72.244,0.725,0.232
C00048,2025-11-19,19,17.0955,39.2288,71.96,0.8224,0.1174
C00048,2025-11-20,20,17.221,39.5765,70.552,0.7079,0.1226
C00048,2025-11-21,21,18.2672,41.833,73.1212,0.7976,0.3129
C00048,2025-11-22,22,20.1608,42.3533,74.1576,1.0707,0.1248
C00048,2025-11-23,23,20.5244,43.4456,75.2442,1.1709,0.3948
C00048,2025-11-24,24,19.8095,42.9199,76.267,1.0359,0.177
C00048,2025-11-25,25,18.9428,40.1393,73.1389,0.8293,0.3008
C00048,2025-11-26,26,17.7721,38.4614,73.6575,0.6163,0.162
C00048,2025-11-27,27,18.2643,40.4212,73.8049,0.8338,0.1856
C00048,2025-11-28,28,20.247,41.8423,74.5652,1.0206,0.375
C00048,2025-11-29,29,21.4979,43.4244,75.8441,1.184,0.4162
C00048,2025-11-30,30,21.3421,44.6097,76.2025,1.0038,0.3761
C00048,2025-12-01,31,20.7006,43.5537,74.9145,1.0097,0.2239
C00048,2025-12-02,32,19.5963,40.2611,74.4776,0.6768,0.2661
C00048,2025-12-03,33,18.4128,39.0721,73.2901,0.6278,0.2527
C00048,2025-12-04,34,18.7689,40.5134,74.5607,0.9019,0.4009
C00048,2025-12-05,35,20.1752,41.815,75.8817,0.9318,0.2415
C00048,2025-12-06,36,21.2491,43.4223,76.3955,1.0588,0.1919
C00048,2025-12-07,37,20.7217,43.02,76.3084,1.1857,0.325
C00048,2025-12-08,38,19.8725,42.0563,76.5675,1.1636,0.2039
C00048,2025-12-09,39,18.3038,40.3305,71.9576,0.7937,0.2541
C00048,2025-12-10,40,17.1452,37.9905,70.9811,0.6483,0.1588
C00048,2025-12-11,41,18.1613,38.9683,63.0204,0.657,7.5376
C00048,2025-12-12,42,18.5314,40.8638,64.9946,0.9551,8.5099
C00048,2025-12-13,43,20.4247,42.9577,68.2818,1.261,9.1913
C00048,2025-12-14,44,20.4108,42.4992,68.4582,1.2147,10.0526
C00048,2025-12-15,45,19.1536,40.2614,67.4883,0.8806,10.8277
C00049,2025-11-01,1,22.8001,46.0725,77.5642,1.4865,0.0
C00049,2025-11-02,2,22.8758,46.3189,76.9862,1.4204,0.2642
C00049,2025-11-03,3,21.5521,46.2151,75.645,1.4069,0.2169
C00049,2025-11-04,4,20.1828,44.3309,76.3597,1.1258,0.2505
C00049,2025-11-05,5,19.3798,43.4769,73.7665,1.0971,0.1544
C00049,2025-11-06,6,19.1456,43.5332,74.2267,1.1004,0.0
C00049,2025-11-07,7,20.5881,43.9793,74.6673,1.192,0.0
C00049,2025-11-08,8,21.959,46.8683,75.4035,1.2806,0.0427
C00049,2025-11-09,9,21.7541,46.576,77.5141,1.4283,0.0821
C00049,2025-11-10,10,20.5488,44.1472,76.3971,1.1723,0.1269
C00049,2025-11-11,11,19.8078,43.5205,74.756,0.9929,0.0511
C00049,2025-11-12,12,18.0551,42.0848,72.0846,1.0969,0.1448
C00049,2025-11-13,13,19.0432,41.2827,73.79,0.8858,0.0
C00049,2025-11-14,14,20.095,43.0069,73.5092,1.1236,0.0
C00049,2025-11-15,15,20.8954,46.3421,75.1014,1.2882,0.1641
C00049,2025-11-16,16,21.3276,45.9354,76.6447,1.3501,0.1446
C00049,2025-11-17,17,20.7217,45.0467,76.4243,1.1187,0.2122
C00049,2025-11-18,18,19.4048,42.9192,73.1796,1.1673,0.0414
C00049,2025-11-19,19,19.0827,42.3411,72.3244,1.0474,0.0963
C00049,2025-11-20,20,19.5959,42.8992,72.5786,1.1164,0.0104
C00049,2025-11-21,21,20.7278,43.1529,74.3709,1.247,0.0
C00049,2025-11-22,22,21.9027,46.316,76.8289,1.3181,0.1259
C00049,2025-11-23,23,22.3394,47.1583,78.1739,1.5374,0.0
C00049,2025-11-24,24,22.0416,45.2506,77.4504,1.1415,0.2396
C00049,2025-11-25,25,20.7564,43.6791,74.7469,0.9224,0.2032
C00049,2025-11-26,26,20.2131,42.7932,74.6296,0.9393,0.2119
C00049,2025-11-27,27,20.4995,42.8892,74.9065,1.0823,0.0251
C00049,2025-11-28,28,22.5259,45.8698,77.7258,1.3343,0.0974
C00049,2025-11-29,29,23.3752,47.4859,79.8446,1.3263,0.0
C00049,2025-11-30,30,23.8209,48.2715,80.0748,1.572,0.25
C00049,2025-12-01,31,22.6882,47.122,78.6735,1.1522,0.0366
C00049,2025-12-02,32,21.9619,45.0763,75.7425,1.1902,0.2005
C00049,2025-12-03,33,20.5861,41.9877,73.7639,0.8486,0.229
C00049,2025-12-04,34,20.6624,42.147,74.6639,0.9112,0.0
C00049,2025-12-05,35,21.7453,45.1564,77.6979,1.1447,0.0871
C00049,2025-12-06,36,22.9493,46.3503,78.5564,1.4336,0.2395
C00049,2025-12-07,37,23.4006,47.4445,78.7808,1.4992,0.0
C00049,2025-12-08,38,21.8958,45.9035,75.9473,1.3838,0.2343
C00049,2025-12-09,39,20.9805,43.6926,74.9166,1.0563,0.0
C00049,2025-12-10,40,19.6796,42.3366,74.1596,0.8753,0.133
C00049,2025-12-11,41,20.1229,41.8455,73.6781,1.1344,0.1337
C00049,2025-12-12,42,21.2684,44.7458,75.8937,1.0597,0.0
C00049,2025-12-13,43,21.9738,45.4166,76.4354,1.4175,0.069
C00049,2025-12-14,44,22.326,45.7086,78.108,1.237,0.2555
C00049,2025-12-15,45,21.5988,43.9577,76.6949,1.4058,0.0827
C00050,2025-11-01,1,24.1906,26.8923,78.4734,1.7725,0.2512
C00050,2025-11-02,2,24.4131,26.4837,80.1224,1.6427,0.1291
C00050,2025-11-03,3,23.9149,26.5761,78.5231,1.6631,0.076
C00050,2025-11-04,4,22.2308,23.7655,77.3138,1.4834,0.1276
C00050,2025-11-05,5,21.3507,22.0495,75.3758,1.2681,0.0977
C00050,2025-11-06,6,21.8941,23.4757,76.1112,1.256,0.2062
C00050,2025-11-07,7,22.4244,23.7148,78.5267,1.5025,0.0392
C00050,2025-11-08,8,24.1184,26.2258,78.4685,1.4795,0.0686
C00050,2025-11-09,9,23.6562,26.0032,78.3923,1.8246,0.2102
C00050,2025-11-10,10,22.7713,24.2903,76.9836,1.6804,0.16
C00050,2025-11-11,11,21.1994,22.2188,74.3966,1.3114,0.1926
C00050,2025-11-12,12,20.6182,20.8773,73.2962,1.3414,0.057
C00050,2025-11-13,13,20.4075,20.6704,75.5086,1.3458,0.1209
C00050,2025-11-14,14,21.8069,24.3534,76.8452,1.3779,0.2589
C00050,2025-11-15,15,23.5774,25.6101,77.8714,1.627,0.0
C00050,2025-11-16,16,23.5251,24.7805,79.5596,1.7341,0.2787
C00050,2025-11-17,17,22.7607,25.415,76.116,1.7193,0.2322
C00050,2025-11-18,18,21.5379,21.385,77.0507,1.287,0.1985
C00050,2025-11-19,19,21.2475,22.0304,74.7572,1.1174,0.0371
C00050,2025-11-20,20,21.1839,21.4188,75.5638,1.4255,0.0553
C00050,2025-11-21,21,23.1259,23.507,77.1723,1.5639,0.1229
C00050,2025-11-22,22,24.549,26.3373,78.3617,1.7037,0.1816
C00050,2025-11-23,23,25.2277,26.7076,78.9748,1.6511,0.0
C00050,2025-11-24,24,24.1352,24.3997,78.184,1.6011,0.3116
C00050,2025-11-25,25,22.8671,22.739,76.0762,1.3114,0.0
C00050,2025-11-26,26,22.1614,22.6925,77.5272,1.2872,0.1922
C00050,2025-11-27,27,22.6681,22.524,78.3641,1.1225,0.0892
C00050,2025-11-28,28,24.0639,24.5171,78.6824,1.5573,0.0437
C00050,2025-11-29,29,25.7242,26.8635,79.6894,1.4736,0.2683
C00050,2025-11-30,30,26.3308,27.2314,80.9641,1.6288,0.0426
C00050,2025-12-01,31,25.4959,25.3949,79.1854,1.499,0.2061
C00050,2025-12-02,32,23.2246,23.9162,77.1434,1.3211,0.121
C00050,2025-12-03,33,23.1695,21.2755,78.287,1.2758,0.1418
C00050,2025-12-04,34,22.7025,23.5968,76.1713,1.3366,0.2674
C00050,2025-12-05,35,23.7123,23.7303,79.908,1.4955,0.0325
C00050,2025-12-06,36,24.8823,26.6251,80.4899,1.6064,0.113
C00050,2025-12-07,37,25.5751,26.1355,80.2812,1.6195,0.0971
C00050,2025-12-08,38,23.9752,25.7712,80.0621,1.6597,0.0812
C00050,2025-12-09,39,22.8247,22.5485,77.9331,1.3727,0.1324
C00050,2025-12-10,40,22.0836,21.2965,76.9046,1.1395,0.0709
C00050,2025-12-11,41,22.0113,21.3683,75.8257,1.18,0.2875
C00050,2025-12-12,42,23.0369,23.7705,78.614,1.4377,0.1927
C00050,2025-12-13,43,24.4407,24.3636,79.0204,1.8216,0.1798
C00050,2025-12-14,44,24.8285,26.5377,78.5185,1.5945,0.1693
C00050,2025-12-15,45,23.7439,23.3981,77.6212,1.6529,0.2792
C00051,2025-11-01,1,26.805,29.9974,82.4071,0.6481,0.0765
C00051,2025-11-02,2,26.8342,31.106,80.8039,0.7219,0.3425
C00051,2025-11-03,3,25.8678,28.5088,81.7027,0.34,0.1814
C00051,2025-11-04,4,24.3185,27.0976,80.1949,0.3614,0.3605
C00051,2025-11-05,5,23.5653,24.6522,77.9289,0.0748,0.3421
